Term,es,nes,pval,fdr,gene_set_size,matched_size,genes
Phosphatidylinositol signaling system_Homo sapiens_hsa04070,-0.2784081254280756,-1.1825057806418444,0.17557251908396945,0.3719765321921691,98,95,"ITPR1,INPP4A,PIK3CD,PIP4K2B,PIP4K2A,TMEM55A,ITPKB,PLCB1,PLCD4,PI4KB,INPP5E,DGKB,PRKCB,PIK3R3,INPP5D,MTMR7,DGKE,PIK3CG,PIK3R5,INPP5B,PLCG2,MTMR14,INPPL1,PRKCG,CDIPT,IP6K3,PIP5K1C,CALML6,PIK3CA,ITPR2,PLCG1,IPPK,DGKG,DGKK,DGKI,PIK3R1,PI4K2A,DGKZ,PLCB2,CALM1,PLCZ1,PIK3R2,DGKD,MTMR6,CALML5,INPP5A,PI4KA,PIK3CB,PRKCA,CALML3,ITPK1,ITPKC,DGKA,IP6K1,DGKH,PTEN,INPP5K,PIP5K1B,PLCB3,PIK3C2A,CDS2,TMEM55B,IMPAD1,MTMR1,MTMR4,PIKFYVE,INPP1,DGKQ,PIK3C3,PIK3C2G,IP6K2,SYNJ2,PLCD1,PLCB4,SYNJ1,PIP5K1A,IPMK,IMPA1,PIK3C2B,PPIP5K1,INPP4B,PLCE1,ITPR3,OCRL,CDS1,PIP4K2C,INPP5J,MTMR3,ITPKA,PI4K2B,IMPA2,MTMR2,MTM1,PLCD3,PPIP5K2"
Epithelial cell signaling in Helicobacter pylori infection_Homo sapiens_hsa05120,0.3099645652716793,1.189854702162667,0.2032854209445585,0.3748396156143259,68,68,"JUN,MAPK10,JAM2,ATP6V1F,ATP6V0E2,CXCL8,MAP3K14,HBEGF,ATP6V1H,PTPRZ1,CDC42,CXCL1,JAM3,LYN,ATP6V1E2,ATP6V1E1,ATP6V1C2,ATP6V1G1,CSK,RELA,NOD1,MAPK11,IKBKB,IKBKG,PLCG2,ADAM17,TCIRG1,ATP6V0E1,CXCR1,PLCG1,ATP6V0D2,CXCR2,NFKBIA,ATP6V1B1,CCL5,IGSF5,ATP6V1G2,TJP1,MAPK12,GIT1,NFKB1,ATP6V0B,PTPN11,MAPK8,CHUK,ATP6V0A4,MAPK9,ATP6V1G3,ATP6V0A1,ATP6V0C,ATP6V1B2,ATP6V0A2,ATP6V1C1,ATP6AP1,SRC,MAPK14,EGFR,MAP2K4,ATP6V1D,ATP6V1A,ATP6V0D1,MET,F11R,RAC1,PAK1,ADAM10,MAPK13,CASP3"
Calcium signaling pathway_Homo sapiens_hsa04020,0.25605757452300804,1.182729448561416,0.17671517671517672,0.3812984009893148,180,176,"PLN,PTGFR,RYR3,PTGER3,PDGFRB,AGTR1,PDE1A,ATP2B4,ITPR1,ORAI2,HTR2A,MYLK,EDNRA,CACNA1C,ITPKB,ADCY4,P2RX1,NOS1,PLCB1,PLCD4,ADCY3,CACNA1E,ADRB2,SLC8A1,CAMK2B,AVPR1A,STIM2,TACR2,RYR2,CACNA1B,MYLK2,ADRB1,PRKCB,ADRA1B,CAMK2G,ORAI3,CYSLTR1,PPP3CB,PDE1B,HTR5A,PTGER1,ADCY2,SLC8A2,PPP3CA,HTR2B,ADCY7,GNA14,NTSR1,CACNA1H,CACNA1I,CCKAR,PLCG2,ORAI1,GNAS,P2RX3,PRKACG,RYR1,SPHK1,PRKCG,ADORA2A,PDGFRA,PTAFR,ADCY8,CALML6,TNNC1,LHCGR,P2RX2,ITPR2,TACR3,PLCG1,HTR6,GRM5,TACR1,TBXA2R,PHKA1,NOS3,HTR7,STIM1,ADCY1,ATP2B3,SLC25A31,P2RX7,GNAL,PLCB2,GRPR,ATP2B2,CALM1,ATP2A1,PLCZ1,CHRM3,HRH2,PHKG1,DRD1,ADRB3,PDE1C,VDAC3,CHRM1,CALML5,SLC8A3,ADCY9,CACNA1S,CD38,PHKG2,BDKRB1,GRIN2D,GRIN2A,P2RX5,ADRA1D,CYSLTR2,PRKACA,GNA15,CAMK4,CHRM2,ADRA1A,PTK2B,PRKCA,CALML3,EDNRB,CACNA1A,ITPKC,CCKBR,TNNC2,SLC25A4,F2R,MYLK4,GRM1,SLC25A6,CACNA1D,BDKRB2,OXTR,HTR2C,PLCB3,CHRM5,NOS2,DRD5,LTB4R2,P2RX6,ATP2A2,ERBB4,PPP3CC,GNAQ,CAMK2A,VDAC2,MYLK3,PPP3R2,ATP2A3,CAMK2D,GRIN2C,PPP3R1,TRHR,CACNA1F,GRIN1,PLCD1,PLCB4,SPHK2,AVPR1B,CACNA1G,HTR4,PHKB,GNA11,EGFR,PLCE1,ITPR3,PHKA2,ATP2B1,PPIF,ITPKA,ERBB2,ERBB3,HRH1,PRKACB,ADORA2B,PLCD3,P2RX4,VDAC1,SLC25A5"
Autoimmune thyroid disease_Homo sapiens_hsa05320,0.4239322785097829,1.176524423008712,0.33125,0.386914856097701,53,47,"HLA-DRA,HLA-DPA1,CD80,HLA-DMA,HLA-DPB1,CTLA4,HLA-DQB1,CD86,TSHR,HLA-DMB,IFNA16,CD40LG,IFNA4,IFNA21,CD40,HLA-DRB4,GZMB,PRF1,CGA,IL2,HLA-DQA1,IFNA5,HLA-DOB,HLA-E,CD28,HLA-DRB1,IL10,FASLG,IFNA2,HLA-DOA,IFNA10,IFNA7,TSHB,IFNA1,TPO,IFNA17,IL5,IL4,HLA-G,HLA-F,TG,IFNA8,HLA-C,FAS,IFNA14,HLA-B,HLA-A"
Primary bile acid biosynthesis_Homo sapiens_hsa00120,-0.40883254228438193,-1.1652155706725478,0.27054108216432865,0.39297480964918524,17,17,"CH25H,CYP7A1,CYP7B1,SLC27A5,CYP46A1,BAAT,CYP8B1,HSD3B7,ACOX2,HSD17B4,AKR1D1,CYP27A1,CYP39A1,AMACR,AKR1C4,SCP2,ACOT8"
Hepatitis B_Homo sapiens_hsa05161,0.29036771487567387,1.1644835227733008,0.22772277227722773,0.40149613433735376,146,144,"FOS,JUN,MAPK10,EGR2,NFATC1,CXCL8,MYC,EGR3,CREB5,ATF4,PIK3CD,STAT5A,MMP9,CDK4,STAT5B,NFATC4,NFATC2,TBK1,AKT3,AKT1,IRF3,IL6,PRKCB,IFNA16,IFNA4,TGFB1,PIK3R3,IFNA21,TGFB2,MAP3K1,DDB2,CREB3L2,MAP2K1,AKT2,GRB2,TGFBR1,RELA,LAMTOR5,TGFB3,PIK3CG,PIK3R5,IKBKB,CDK2,IKBKG,TICAM2,ELK1,IFNA5,STAT4,CDKN1B,PRKCG,PIK3CA,IRF7,BCL2,NFATC3,NFKBIA,PIK3R1,TLR2,SMAD4,HSPG2,FASLG,CASP9,YWHAQ,ATF6B,DDX3X,STAT2,IFNB1,PIK3R2,STAT3,IFNA2,CREB1,IFNA10,VDAC3,CCND1,IFNA7,DDB1,IFIH1,STAT6,HRAS,TP53,RB1,IFNA1,NFKB1,PIK3CB,E2F3,CASP12,PTK2B,TLR4,SMAD3,PRKCA,MAP2K2,CREB3L3,DDX58,PCNA,MAPK8,CHUK,CCNA1,KRAS,PTEN,MAPK9,CREB3,ATF2,RAF1,IFNA17,TIRAP,TNF,E2F1,CASP8,E2F2,CREBBP,ATP6AP1,EP300,CDKN1A,MAPK3,IFNA8,BAX,TICAM1,CREB3L4,CREB3L1,SRC,MYD88,FAS,IFNA14,IKBKE,BAD,APAF1,CCNE2,YWHAZ,JAK1,MAPK1,TLR3,BIRC5,CCNA2,IFNAR1,MAP2K4,CDK6,YWHAB,STAT1,CASP10,CCNE1,CYCS,FADD,NRAS,CASP3,MAVS"
Toxoplasmosis_Homo sapiens_hsa05145,0.2985477443678647,1.1571712660504132,0.2425531914893617,0.40808120520827645,118,112,"MAPK10,GNAI2,LAMC1,LAMB2,GNAO1,HSPA6,LAMA4,CIITA,PIK3CD,SOCS1,HLA-DRA,HLA-DPA1,HLA-DMA,IL10RA,LAMA2,BIRC3,ALOX5,HLA-DPB1,LY96,AKT3,HSPA2,AKT1,HLA-DQB1,HLA-DMB,CD40LG,TGFB1,PIK3R3,HSPA1L,LAMA5,TGFB2,CD40,HLA-DRB4,AKT2,IFNGR1,RELA,TGFB3,PIK3CG,PIK3R5,MAPK11,LAMB1,HLA-DQA1,IKBKB,IKBKG,HLA-DOB,TNFRSF1A,TYK2,PIK3CA,IL12A,HLA-DRB1,IL10,BCL2,NFKBIA,PIK3R1,TLR2,JAK2,CASP9,CCR5,ITGB1,LAMA3,PIK3R2,STAT3,LAMC2,LDLR,HLA-DOA,MAPK12,IFNG,MAP3K7,NFKB1,IRGM,IL12B,PIK3CB,TLR4,BIRC7,MAPK8,CHUK,IRAK1,MAPK9,TNF,TAB2,TAB1,CASP8,NOS2,BCL2L1,HSPA8,LAMC3,MAPK3,IFNGR2,GNAI1,NFKBIB,MYD88,BIRC2,LAMA1,LAMB4,BAD,MAPK14,MAP2K6,JAK1,GNAI3,MAPK1,PDPK1,TRAF6,ITGA6,STAT1,LAMB3,IL10RB,PPIF,IRAK4,CYCS,XIAP,MAPK13,HSPA1A,CASP3"
One carbon pool by folate_Homo sapiens_hsa00670,-0.3877493398011285,-1.1459489373943932,0.3046092184368738,0.41788318220668624,20,19,"MTR,MTHFD2,ALDH1L2,SHMT1,SHMT2,MTFMT,ATIC,MTHFR,MTHFD1L,GART,FTCD,MTHFS,DHFRL1,TYMS,MTHFD1,AMT,DHFR,ALDH1L1,MTHFD2L"
Hippo signaling pathway_Homo sapiens_hsa04390,0.2617780455076297,1.1328116006745192,0.23991507430997877,0.443029008525476,153,148,"CTGF,TCF7L1,FZD2,CTNNA2,WWTR1,WNT2B,MYC,FRMD6,FZD7,FZD10,FGF1,PPP2CA,BMPR1B,TGFBR2,GLI2,WNT4,YWHAG,ITGB2,WNT9A,FZD3,WTIP,LLGL1,NKD1,TGFB1,YAP1,TCF7,TGFB2,AJUBA,CSNK1E,TEAD3,AREG,WNT11,SNAI2,BMP6,SOX2,LATS2,SAV1,TGFBR1,RASSF1,APC2,CCND2,CCND3,TGFB3,WNT5B,FZD4,PARD3,BMPR1A,CTNNA3,DVL2,TEAD1,CTNNB1,DVL3,DLG2,TEAD2,AMH,FZD9,DVL1,PPP2R2B,PARD6G,NF2,STK3,DLG4,BBC3,WNT9B,FZD8,SMAD4,YWHAQ,BMP7,AFP,SMAD7,TP53BP2,WNT7B,CRB1,WNT1,WNT10B,AXIN1,WNT6,FZD6,MOB1B,ACTB,PPP1CB,CCND1,BMP4,BTRC,PPP2R2A,WNT7A,YWHAH,SERPINE1,FBXW11,GSK3B,CSNK1D,WNT16,PARD6A,TP73,WNT10A,PPP2R2D,PPP2R1A,SMAD3,TEAD4,GDF5,ID1,PARD6B,AXIN2,PPP2R2C,LEF1,ID2,FZD1,BMP8A,BMP8B,WWC1,WNT2,SCRIB,WNT8A,BMP2,WNT8B,PPP1CA,YWHAE,MOB1A,CRB2,PRKCZ,APC,DLG1,BIRC2,PPP1CC,SMAD2,YWHAZ,LATS1,PPP2R1B,BIRC5,PRKCI,INADL,BMPR2,RASSF6,SMAD1,TCF7L2,WNT5A,LIMD1,YWHAB,AMOT,PPP2CB,CTNNA1,LLGL2,FZD5,BMP5,FRMD1,CDH1,DLG3,MPP5"
Thyroid hormone synthesis_Homo sapiens_hsa04918,0.26840460626428825,1.1198704597970561,0.25051334702258726,0.4501920781968948,71,70,"ATP1A2,GPX3,GPX8,ITPR1,CREB5,ATF4,GPX7,ADCY4,PLCB1,ADCY5,ADCY3,TSHR,PRKCB,DUOXA2,CREB3L2,ADCY2,CGA,ADCY7,GPX1,LRP2,GNAS,HSPA5,ASGR2,PRKACG,PRKCG,TTF1,ADCY8,ITPR2,SLC26A4,CANX,ATP1A3,ADCY1,ATF6B,PLCB2,ATP1B2,DUOX2,FXYD2,CREB1,TSHB,ASGR1,ADCY9,HSP90B1,PRKACA,PRKCA,PDIA4,CREB3L3,TPO,CREB3,ATF2,GPX5,PLCB3,GPX2,ATP1A4,TG,GNAQ,CREB3L4,ATP1B4,CREB3L1,TTF2,SLC5A5,PLCB4,PAX8,ATP1B1,ATP1B3,ATP1A1,ITPR3,GSR,IYD,PRKACB,ADCY6"
Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080,0.23782926417040068,1.123966637522608,0.21775898520084566,0.45256702826565987,277,270,"P2RY14,PTGFR,LPAR1,CNR1,PTGER3,AGTR1,S1PR1,GABBR1,C5AR1,NR3C1,HTR2A,EDNRA,NPBWR2,GABRB3,CALCRL,NPY2R,P2RY13,P2RX1,CHRNA3,CTSG,GABRA6,ADRB2,GABRG2,AVPR1A,SSTR4,TACR2,S1PR3,TSHR,S1PR2,PRSS1,GABRG3,GALR2,ADRB1,LEPR,MCHR2,ADRA1B,TAAR5,GPR83,CHRNA9,PRLHR,HTR1A,GRID1,C3AR1,DRD3,CYSLTR1,MC1R,SSTR5,GALR1,HTR5A,GABRA4,RXFP2,NPFFR2,GRIK5,P2RY8,P2RY10,PTGER1,GABRB1,GABRR2,NMUR1,HCRTR2,MCHR1,CGA,PTH1R,HTR2B,NTSR1,FPR2,PTGIR,CCKAR,ADRA2C,P2RY6,GABBR2,GHR,PARD3,P2RX3,VIPR2,LPAR6,FPR1,RXFP1,ADCYAP1R1,HTR1E,KISS1R,ADORA2A,LOC100996758,PTAFR,GRM2,AVPR2,P2RY11,LHCGR,P2RX2,GRIA2,CHRNB4,FPR3,CHRNG,S1PR4,TACR3,GABRA5,HRH4,GLRB,LPAR4,GPR50,CHRNA4,CHRNE,HTR6,GRM5,ADORA1,TACR1,LEP,GRIA1,TBXA2R,S1PR5,HRH3,HTR7,GCGR,GH2,CHRNA10,GRIK3,PRL,GRM6,GLRA1,SCTR,CHRNB2,P2RX7,GRPR,GABRP,AGTR2,GRIK2,HTR1D,APLNR,GABRQ,GABRD,CSH1,CHRM3,HTR1F,HRH2,OPRM1,ADRA2B,MC4R,HCRTR1,DRD1,ADRB3,TAAR2,CHRNB3,OPRD1,ADORA3,SSTR3,P2RY4,GHSR,CHRM1,CNR2,CALCR,GLRA3,TAAR1,NPBWR1,GABRG1,GABRR3,TSHB,GHRHR,NMUR2,GABRA3,GH1,FSHR,CHRNA5,MLNR,GRIA4,DRD4,BDKRB1,GRIN2D,CRHR1,OPRK1,GRIN2A,CHRNA6,BRS3,GABRE,P2RX5,GABRB2,GLRA2,MTNR1B,MC3R,CHRM4,PLG,GLP1R,ADRA1D,CYSLTR2,MC5R,CHRM2,ADRA1A,RXFP3,NMBR,F2,GRM3,GRM4,GIPR,GRIK1,EDNRB,MC2R,CHRND,PTGER2,GPR35,CCKBR,PTH2R,NTSR2,F2R,GRM1,F2RL3,CRHR2,SSTR2,THRA,TAAR9,GABRR1,GNRHR,OPRL1,BDKRB2,OXTR,GRIN3A,HTR2C,NPY1R,FSHB,CHRM5,GZMA,DRD5,LTB4R2,NPY5R,P2RX6,TAAR8,GABRA1,GRIN2B,THRB,NPFFR1,LTB4R,GRIK4,MAS1,GRID2,F2RL2,GRM7,CHRNA2,VIPR1,PTGER4,GRIA3,GRIN3B,CHRNA1,GRIN2C,LPAR2,GLP2R,ADRA2A,DRD2,TRHR,GRIN1,P2RY2,UTS2R,LPAR3,AVPR1B,HTR4,CHRNB1,HTR1B,GABRA2,MTNR1A,PTGDR,SSTR1,PRSS3,GPR156,PRSS2,TSPO,F2RL1,GRM8,GALR3,P2RY1,HRH1,ADORA2B,P2RX4,PRLR"
Choline metabolism in cancer_Homo sapiens_hsa05231,0.2607173144962001,1.1209692642320632,0.2618556701030928,0.45302211015839594,101,99,"FOS,JUN,MAPK10,PDGFRB,PPAP2B,PDGFB,WASF3,PIK3CD,WASF1,RAC2,RALGDS,AKT3,AKT1,DGKB,WAS,PRKCB,PIK3R3,PLA2G4D,HIF1A,PDGFC,MAP2K1,AKT2,GRB2,DGKE,PIK3CG,PIK3R5,SLC22A2,TSC1,SLC5A7,JMJD7-PLA2G4B,PRKCG,PDGFRA,PIP5K1C,PIK3CA,CHKB,PLCG1,DGKG,SLC22A3,RHEB,DGKK,DGKI,PIK3R1,RPS6KB1,PLD2,DGKZ,PLA2G4C,GPCPD1,SLC22A1,EIF4EBP1,SLC44A2,PIK3R2,SLC44A5,DGKD,RPS6KB2,RAC3,HRAS,PLA2G4A,PIK3CB,PRKCA,MAP2K2,MAPK8,PCYT1B,DGKA,KRAS,DGKH,MAPK9,SOS1,RAF1,EGF,PDGFD,PLA2G4F,PIP5K1B,MAPK3,MTOR,DGKQ,PPAP2A,SP1,PDGFA,PCYT1A,PIP5K1A,WASF2,SLC22A5,MAPK1,PDPK1,CHKA,EGFR,TSC2,SOS2,PPAP2C,CHPT1,SLC22A4,SLC44A4,NRAS,RAC1,WASL,LYPLA1,PLD1,SLC44A1,SLC44A3"
VEGF signaling pathway_Homo sapiens_hsa04370,0.2871760195938135,1.1129764574548502,0.29338842975206614,0.45717840675342586,61,59,"PTGS2,PIK3CD,CDC42,RAC2,NFATC2,AKT3,HSPB1,AKT1,PRKCB,PIK3R3,PLA2G4D,MAPKAPK2,SH2D2A,PPP3CB,MAP2K1,AKT2,PPP3CA,PIK3CG,PIK3R5,MAPK11,SHC2,PLCG2,JMJD7-PLA2G4B,SPHK1,PRKCG,PIK3CA,PLCG1,PIK3R1,NOS3,CASP9,PLA2G4C,PIK3R2,RAC3,KDR,MAPK12,HRAS,PXN,PLA2G4A,PIK3CB,PRKCA,MAP2K2,PTK2,MAPKAPK3,KRAS,RAF1,PLA2G4F,MAPK3,PPP3CC,VEGFA,PPP3R2,SRC,PPP3R1,BAD,MAPK14,SPHK2,MAPK1,NRAS,RAC1,MAPK13"
Olfactory transduction_Homo sapiens_hsa04740,0.24989002667022678,1.106164421790626,0.2676659528907923,0.46349805589911464,415,120,"RGS2,PDE2A,PDE1A,ADRBK2,GNG7,ADCY3,SLC8A1,CAMK2B,CNGA3,OR52D1,OR14J1,CAMK2G,OR51E2,NCALD,OR10H3,PDE1B,OR12D3,OR51E1,OR1E1,SLC8A2,OR2J3,OR51I1,ARRB2,OR8D2,OR10A3,OR10H1,OR4D1,OR1A2,OR4F16,OR1I1,OR1Q1,PRKACG,OR10H2,OR7A17,OR12D2,OR6B1,ADRBK1,CALML6,OR5P3,OR8G2,OR3A3,CNGB1,OR7A5,OR2C3,OR2J2,OR2B6,SLC24A4,OR10C1,GNAL,OR2B3,OR10J1,OR1J4,OR5K1,OR5L2,OR1D5,CALM1,OR51B4,OR6A2,OR5H1,OR8D1,OR5P2,OR1C1,OR1F1,PDE1C,CNGA4,OR7E24,OR51B2,OR4D2,OR5V1,OR2F1,CALML5,SLC8A3,OR52A1,OR7D2,GNB1,OR8G1,OR5I1,OR2W1,OR51B6,PRKG1,OR3A2,OR11A1,OR51I2,OR8B8,PRKACA,GNG13,OR2C1,OR2M4,OR2B2,OR5J2,CALML3,OR10A5,OR10A4,OR3A1,OR51M1,OR2K2,OR7C2,OR2H2,GUCY2D,OR8B2,OR51B5,OR2L13,OR1A1,OR2S2,OR2H1,OR2F2,OR1J2,OR13C4,CAMK2A,OR1G1,OR2A4,ANO2,OR1D2,CAMK2D,OR7C1,ARRB1,OR2L2,OR7A10,PRKG2,PRKACB"
Thyroid cancer_Homo sapiens_hsa05216,-0.35053437817474364,-1.1089295788669797,0.30710172744721687,0.4724120591095614,29,29,"TCF7L1,RET,MYC,TCF7,MAP2K1,CTNNB1,RXRG,NTRK1,CCND1,RXRB,HRAS,TP53,TPR,MAP2K2,BRAF,LEF1,KRAS,TPM3,MAPK3,NCOA4,PAX8,TFG,MAPK1,CCDC6,TCF7L2,RXRA,NRAS,CDH1,PPARG"
Synaptic vesicle cycle_Homo sapiens_hsa04721,0.29561375112990135,1.0951025015897635,0.3319755600814664,0.47673099191516555,63,62,"STXBP1,ATP6V1F,SYT1,ATP6V0E2,CPLX1,ATP6V1H,SLC17A7,DNM3,CACNA1B,STX2,SNAP25,VAMP2,DNM1,ATP6V1E2,ATP6V1E1,ATP6V1C2,ATP6V1G1,CPLX2,RAB3A,AP2M1,CLTCL1,CPLX3,NSF,TCIRG1,ATP6V0E1,ATP6V0D2,STX1A,SLC18A3,ATP6V1B1,AP2A2,SLC32A1,RIMS1,ATP6V1G2,STX1B,CLTC,SLC17A6,AP2S1,SLC18A1,ATP6V0B,UNC13A,CACNA1A,ATP6V0A4,UNC13C,ATP6V1G3,ATP6V0A1,ATP6V0C,ATP6V1B2,AP2B1,SLC18A2,ATP6V0A2,ATP6V1C1,NAPA,CLTB,AP2A1,UNC13B,SLC17A8,CLTA,ATP6V1D,ATP6V1A,ATP6V0D1,DNM2,STX3"
Progesterone-mediated oocyte maturation_Homo sapiens_hsa04914,0.2624512103639904,1.0876354562742794,0.2954091816367265,0.4840284933933713,98,88,"MAPK10,GNAI2,CPEB1,IGF1,PIK3CD,CDC25B,ADCY4,ADCY5,ADCY3,ANAPC7,AKT3,AKT1,ANAPC11,ARAF,PIK3R3,MAD2L2,RPS6KA2,MAD1L1,ANAPC2,MAP2K1,AKT2,ADCY2,ANAPC13,ADCY7,PIK3CG,INS,PIK3R5,MAPK11,CDK2,HSP90AB1,PGR,CDC16,PRKACG,ADCY8,ANAPC10,PIK3CA,PIK3R1,ANAPC4,ADCY1,CPEB2,HSP90AA1,SPDYE2,PIK3R2,PKMYT1,CDC25C,CDC23,MAD2L1,CPEB4,MAPK12,SPDYE1,ADCY9,SPDYA,BUB1,PIK3CB,CDC26,PDE3B,PRKACA,ANAPC1,ANAPC5,CDC25A,FZR1,BRAF,MAPK8,CCNA1,KRAS,PLK1,CCNB3,MAPK9,RAF1,MOS,RPS6KA1,CDC27,IGF1R,MAPK3,GNAI1,MAPK14,CCNB2,CPEB3,GNAI3,MAPK1,CCNA2,CDK1,CCNB1,RPS6KA3,PRKACB,MAPK13,ADCY6,RPS6KA6"
Tight junction_Homo sapiens_hsa04530,0.25015471792280314,1.0791355795009514,0.3483606557377049,0.4938486983709812,139,135,"ZAK,MPDZ,GNAI2,MYH11,JAM2,ACTN1,CTNNA2,MYL9,CLDN5,RRAS,MRAS,HCLS1,PPP2CA,CDK4,CLDN11,AMOTL1,CDC42,MYL7,PRKCH,RHOA,MYH10,JAM3,AKT3,RAB13,AKT1,LLGL1,PRKCB,CSNK2A2,CLDN22,ACTN3,PRKCQ,AKT2,SPTAN1,MYL10,MYH3,MYH13,PARD3,YBX3,CTNNA3,CTNNB1,PRKCG,RAB3B,PPP2R2B,PARD6G,TJAP1,MYH7,MYH15,EPB41,CLDN20,ACTN2,MYH8,MYH2,EPB41L2,CLDN10,IGSF5,SYMPK,MYL5,ACTB,TJP1,MYH9,PPP2R2A,CLDN14,MYL12A,HRAS,SHROOM4,ASH1L,EPB41L1,CTTN,PARD6A,MYL2,CLDN9,VAPA,PRKCE,PPP2R2D,PPP2R1A,CLDN16,PRKCA,MYH4,PARD6B,PPP2R2C,SHROOM1,CSNK2B,MYH6,KRAS,EXOC3,CLDN18,PTEN,CLDN6,MLLT4,CLDN4,CLDN2,TJP2,MYLPF,MAGI2,YES1,CLDN8,MYH1,CLDN1,CRB3,GNAI1,CLDN19,SRC,PRKCZ,CLDN15,CLDN17,MYH7B,EXOC4,MYL12B,MAGI1,ACTN4,MYH14,CLDN23,CLDN3,GNAI3,PPP2R1B,CASK,PRKCI,INADL,PRKCD,EPB41L3,TJP3,CGN,RRAS2,MAGI3,CLDN7,PPP2CB,CTNNA1,F11R,NRAS,LLGL2,CSNK2A1,SHROOM3,OCLN,MPP5,SHROOM2"
Hedgehog signaling pathway_Homo sapiens_hsa04340,0.2841551966643158,1.0737473340557557,0.33925049309664695,0.4976701302799114,50,47,"GAS1,WNT2B,GLI1,RAB23,GLI2,WNT4,WNT9A,CSNK1G2,CSNK1E,WNT11,GLI3,DHH,PTCH1,WNT5B,LRP2,PRKACG,STK36,WNT9B,WNT7B,WNT1,WNT10B,WNT6,BMP4,BTRC,WNT7A,SUFU,FBXW11,GSK3B,CSNK1D,WNT16,WNT10A,HHIP,SMO,PRKACA,ZIC2,WNT2,SHH,WNT8A,CSNK1A1,BMP2,WNT8B,CSNK1G3,IHH,WNT5A,PTCH2,PRKACB,CSNK1G1"
Cytosolic DNA-sensing pathway_Homo sapiens_hsa04623,0.2985179969801302,1.0691239999078204,0.3564154786150713,0.5010611742935956,64,59,"ADAR,TMEM173,CCL4,IL33,IL1B,MB21D1,POLR2K,POLR1D,TBK1,IRF3,IL6,IFNA16,IFNA4,IFNA21,POLR3GL,RELA,POLR3D,AIM2,POLR3C,IKBKB,IKBKG,POLR3H,IFNA5,CXCL10,POLR3K,LOC101060521,IRF7,NFKBIA,ZBP1,POLR3G,IFNB1,CCL5,IFNA2,POLR3F,POLR1C,POLR2F,IFNA10,IFNA7,POLR2E,IFNA1,NFKB1,POLR3B,DDX58,CHUK,POLR3E,IFNA17,POLR3A,POLR2H,POLR2L,IFNA8,NFKBIB,IFNA14,RIPK3,IKBKE,RIPK1,CASP1,PYCARD,IL18,MAVS"
Neurotrophin signaling pathway_Homo sapiens_hsa04722,0.2505433115532694,1.0612442865860898,0.3638297872340426,0.5097187285291662,120,117,"JUN,MAPK10,ARHGDIB,SH2B3,ATF4,PIK3CD,NTRK3,NGFR,NTF3,SH2B2,CDC42,ZNF274,BDNF,CAMK2B,SHC3,RHOA,AKT3,AKT1,NGFRAP1,PIK3R3,IRAK3,RPS6KA2,CAMK2G,MAPKAPK2,MAP3K1,NGF,MAP2K1,AKT2,GRB2,RAP1A,RELA,PIK3CG,PIK3R5,MAPK11,SHC2,SHC4,IKBKB,PLCG2,ABL1,MAP3K3,IRS1,RIPK2,CALML6,PIK3CA,MAGED1,PLCG1,RAPGEF1,BCL2,NFKBIA,PIK3R1,KIDINS220,NFKBIE,NTRK1,FASLG,ARHGDIG,CALM1,PIK3R2,NTRK2,RPS6KA5,SH2B1,RAP1B,MAP3K5,SHC1,CALML5,MAPK12,HRAS,TP53,MATK,GSK3B,MAPK7,PSEN2,TP73,NFKB1,PIK3CB,CAMK4,FOXO3,MAP2K2,BRAF,PTPN11,CALML3,MAPK8,IRAK1,KRAS,MAPK9,SOS1,RAF1,RPS6KA1,MAP2K7,MAPK3,CAMK2A,IRAK2,BAX,YWHAE,NFKBIB,CAMK2D,FRS2,BAD,MAPK14,MAP2K5,ARHGDIA,PSEN1,MAPK1,PDPK1,TRAF6,PRDM4,SORT1,PRKCD,SOS2,GAB1,RPS6KA3,CRKL,IRAK4,NRAS,RAC1,MAPK13,CRK,RPS6KA6"
